"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"BP","GO:0006613","cotranslational protein targeting to membrane",94,0.867125463558117,2.11006139205283,9.06162506940428e-06,0.00606634609191756,0.00593124549997371,1273,"tags=74%, list=10%, signal=67%","RPLP0/RPL37/RPS11/RPL21/RPS21/RPS19/RPS9/RPS27A/RPS16/RPS20/RPS23/RPL28/RPL13/RPL13A/RPS26/RPS13/RPL12/RPL11/RPS2/RPL14/RPL23/RPS8/RPL31/RPL27A/RPS3/RPL7A/RPS14/RPL10A/RPS6/RPL15/RPL30/RPS12/RPSA/RPL8/RPS25/RPS15/RPL39/RPL29/RPL4/RPL9/RPL35/RPL37A/RPL10/RPS15A/RPS7/RPL3/RPL26/RPS4X/RPL23A/RPS17/RPL18A/RPL6/UBA52/RPS5/RPLP1/RPS18/RPS3A/RPL24/RPL36A/RPS28/RPS10/RPL22/RPL36/RPL7/RPS29/RPL18/RPS24/RPL27/RPLP2/SEC61A1"
"BP","GO:0022613","ribonucleoprotein complex biogenesis",383,0.652073722304348,1.84413689905142,1.23900987543511e-05,0.00760339060225346,0.00743405925261066,1426,"tags=20%, list=11%, signal=18%","GLUL/EIF3H/RPLP0/YTHDC1/EIF3C/RPS21/RPS19/RPS9/RPS16/SIRT7/RPL13A/ADAR/RPL11/RPS2/RPL14/PIH1D2/RPS8/EIF3B/RPL7A/RPS14/RPL10A/RPS6/RPSA/RPS25/RPS15/EIF3A/NSA2/GTPBP10/RPUSD2/RPL35/BRIX1/AGO4/RPL10/RPS7/GTPBP4/HSP90AB1/RPL3/RPL26/RPL23A/YBEY/URB2/DICER1/EIF2S3/GTF3A/RPS17/UTP20/RPL6/HEATR1/PPAN/EIF2A/RPS5/MDN1/RPL24/WDR74/GNL2/HELQ/RPS28/RPS10/DDX10/RCL1/MRTO4/RPL7/DDX21/DDX28/PDCD11/CHD7/DDX1/MRM1/RPS24/RPL27/DHX9/EIF3M/RPL35A/WDR36/TRAF7/KRR1/CELF2"
"CC","GO:0098802","plasma membrane signaling receptor complex",144,-0.756245584064236,-1.92131287563358,1.42613155405125e-05,0.00807848674156416,0.00789857476089924,745,"tags=17%, list=6%, signal=16%","GRID2/TFRC/B2M/TRAF2/GRIN1/GRIK2/TLR1/CHRNA9/IL2RB/GRIA2/SKAP1/CD6/ZAP70/SHISA9/CNIH2/SYK/ITGB2/ITGB3/CD3E/CSF2RB/CD3D/ABHD6/GRIN2C/CNTFR"
"CC","GO:0015934","large ribosomal subunit",97,0.832729155441846,2.03873620449922,3.66053648502293e-05,0.0192544219112206,0.0188256162086894,1422,"tags=42%, list=11%, signal=38%","RPLP0/RPL37/RPL21/RPL28/RPL13/RPL13A/RPL12/RPL11/RPL14/RPL23/RPL31/RPL27A/RPL7A/RPL10A/RPL15/RPL30/RPL8/RPL39/RPL29/RPL4/RPL9/RPL35/RPL37A/RPL10/RPL3/RPL26/RPL23A/RPL18A/RPL6/RPLP1/RPL24/RPL36A/MRPL4/RPL22/RPL36/RPL7/RPL18/RPL27/RPLP2/RPL35A/RPL32"
"BP","GO:0050778","positive regulation of immune response",422,-0.577984220821649,-1.63646935723349,4.997040782844e-05,0.0245321388832421,0.0239857957576512,1189,"tags=20%, list=9%, signal=19%","LTA/ABI1/CSK/TESPA1/MR1/ELMO1/CFB/DUSP3/MLH1/FCRL3/CD55/TEC/TEC/CMKLR1/CPB2/C4BPA/ADAM8/TBK1/CRTAM/GATA2/PSMB6/HLA-A/XBP1/TFRC/HAVCR2/WNT5A/BLK/SH2D1A/RBCK1/PLA2G1B/MED1/B2M/PIK3CD/TRAF2/HLA-G/IL17F/ARPC1B/RASGRP1/SLAMF6/HLA-DPA1/MYB/C5AR1/FCGR1A/VAV1/MFAP4/SKAP1/CRP/PSMB9/CFI/CD276/KLHL6/ZAP70/CLU/PTPRC/A2M/LPXN/WAS/PAX5/ADA/SYK/ITGB2/TNFSF13B/PSME2/SASH3/SERPING1/C1QA/INPP5D/CFP/LCP2/CYFIP2/PSMB8/HLA-DPB1/NCKAP1L/CD3E/CLEC10A/ITK/C1QC/CCR7/CD274/CD3D/SH2D1B/RUNX1/CLNK/THEMIS2/CLEC4D"
"BP","GO:0050865","regulation of cell activation",371,-0.599728382479972,-1.69473467811749,6.63610218584303e-05,0.029529229017579,0.0288715981703651,1419,"tags=24%, list=11%, signal=22%","IGLL1/MIF/CST7/PRKCQ/GPR183/LAMP1/BCL6/INHBA/CD27/PARP3/TYRO3/TMIGD2/CSK/TESPA1/THBS1/SIRPA/DUSP3/MLH1/BLOC1S3/FCRL3/GRN/LOXL3/EBI3/CD55/FANCD2/TEC/TEC/SAMSN1/SMAD7/ADAM8/CEBPA/CRTAM/GATA2/HLA-A/SLAMF8/XBP1/TIRAP/PLEK/CNR2/DMTN/NRARP/PDPN/TFRC/CD200/RAC2/HAVCR2/WNT5A/BLK/SELP/IL1RL1/CD2/HLA-G/CTSC/HLA-DPA1/MYB/RHOH/VAV1/SLC46A2/TIGIT/CD6/CD276/ZAP70/PTPRC/RUNX3/IRF1/PGLYRP2/ADA/SYK/ITGB2/TLR9/TNFSF13B/LRRC32/SASH3/CD84/INPP5D/HLA-DPB1/NCKAP1L/AIF1/CD3E/TWSG1/CCR7/CD274/CCL3/RUNX1/CLNK/TNFRSF1B/HAMP/CLEC4D"
"BP","GO:0019080","viral gene expression",181,0.739305317396698,1.9507087156587,7.19486582291006e-05,0.029529229017579,0.0288715981703651,1246,"tags=44%, list=10%, signal=40%","IFITM3/RPLP0/RPL37/NUP210/RPS11/RPL21/RPS21/RPS19/RPS9/RPS27A/RPS16/RPS20/RPS23/RPL28/RPL13/RPL13A/RPS26/RPS13/RPL12/RPL11/RPS2/RPL14/RPL23/RPS8/RPL31/RPL27A/RPS3/CSDE1/EIF3B/RPL7A/RPS14/SEH1L/CCNT1/RPL10A/RPS6/RPL15/RPL30/RPS12/RPSA/RPL8/RPS25/RPS15/EIF3A/RPL39/RPL29/RPL4/RPL9/RPL35/RPL37A/RPL10/CTDP1/RPS15A/RPS7/NUP205/RPL3/RPL26/RPS4X/RPL23A/RPS17/RPL18A/RPL6/UBA52/RPS5/RPLP1/RPS18/RPS3A/RPL24/RPL36A/RPS28/RPS10/RPL22/TFAP4/RPL36/RPL7/RPS29/RPL18/RPS24/RPL27/RPLP2/DHX9"
"BP","GO:0042254","ribosome biogenesis",263,0.688292515965191,1.89389967695974,7.21789954259129e-05,0.029529229017579,0.0288715981703651,1424,"tags=24%, list=11%, signal=21%","GLUL/RPLP0/RPS21/RPS19/RPS9/RPS16/SIRT7/RPL11/RPS2/RPL14/PIH1D2/RPS8/RPL7A/RPS14/RPL10A/RPS6/RPSA/RPS25/RPS15/NSA2/GTPBP10/RPUSD2/RPL35/BRIX1/RPL10/RPS7/GTPBP4/RPL3/RPL26/RPL23A/YBEY/URB2/GTF3A/RPS17/UTP20/RPL6/HEATR1/PPAN/EIF2A/RPS5/MDN1/RPL24/WDR74/GNL2/HELQ/RPS28/RPS10/DDX10/RCL1/MRTO4/RPL7/DDX21/DDX28/PDCD11/CHD7/MRM1/RPS24/RPL27/RPL35A/WDR36/TRAF7/KRR1"
"BP","GO:0050867","positive regulation of cell activation",223,-0.664981298787334,-1.78889631996729,7.94747917810942e-05,0.0297320066705327,0.0290698598625524,1419,"tags=26%, list=11%, signal=24%","IGLL1/MIF/PRKCQ/GPR183/LAMP1/BCL6/CD27/TMIGD2/CSK/TESPA1/THBS1/SIRPA/MLH1/BLOC1S3/FCRL3/EBI3/CD55/ADAM8/CEBPA/GATA2/HLA-A/XBP1/TIRAP/PLEK/TFRC/HAVCR2/WNT5A/SELP/IL1RL1/CD2/HLA-G/CTSC/HLA-DPA1/MYB/RHOH/VAV1/CD6/CD276/ZAP70/PTPRC/RUNX3/ADA/SYK/ITGB2/TLR9/TNFSF13B/SASH3/INPP5D/HLA-DPB1/NCKAP1L/AIF1/CD3E/CCR7/CD274/CCL3/RUNX1/HAMP/CLEC4D"
"BP","GO:0002250","adaptive immune response",246,-0.653935694648828,-1.78955177810459,8.07496107293121e-05,0.0297320066705327,0.0290698598625524,1567,"tags=30%, list=12%, signal=27%","CLEC4C/IL6ST/C7/ORAI1/TAP2/IGLL1/FUT7/CLEC4M/PRKCQ/GPR183/BCL6/CD27/ICAM1/LTA/PARP3/CSK/UNG/JAG1/MR1/MLH1/LOXL3/EBI3/CD55/TEC/TEC/SAMSN1/SMAD7/C4BPA/HLA-A/TFRC/CD48/HAVCR2/SH2D1A/B2M/PIK3CD/IL1RL1/RNF19B/TRAF2/HLA-G/CTSC/IL17F/SLAMF6/HLA-DPA1/LY9/SWAP70/SKAP1/CRP/CFI/CD6/CTSS/KLHL6/ZAP70/CLU/PTPRC/IRF1/WAS/ADA/SYK/TNFSF13B/SASH3/SERPING1/CD84/C1QA/INPP5D/HLA-DPB1/CD3E/CLEC10A/ITK/IL4I1/C1QC/CD274/CD3D/SH2D1B/TNFRSF1B/CLEC4D"
"CC","GO:0043235","receptor complex",325,-0.613831869806449,-1.70570031229029,9.02380506196278e-05,0.0311392032079738,0.0304457174222449,1012,"tags=16%, list=8%, signal=15%","CD200R1/EBI3/DDR2/GRIK4/GHR/ADGRV1/GABRR2/LOXL4/TRIL/PLXNA2/PTPRB/PLXNC1/GRID2/NRP2/GABRB1/TFRC/FLT4/B2M/TRAF2/GRIN1/GRIK2/TLR1/CHRNA9/GRM7/IL2RB/NTRK2/GRIA2/SKAP1/TLR7/GABRR1/CD6/ZAP70/SHISA9/CNIH2/CSF3R/GABRG3/ADRA2A/IL5RA/PTPRN2/SYK/ITGB2/FCRL5/GABRD/ITGB3/CD3E/CSF2RB/CD3D/CSF1R/TNFRSF1B/ABHD6/GRIN2C/CNTFR"
"BP","GO:0002696","positive regulation of leukocyte activation",217,-0.663658650406669,-1.78025987305068,9.39718107713169e-05,0.0311392032079738,0.0304457174222449,1419,"tags=26%, list=11%, signal=23%","IGLL1/MIF/PRKCQ/GPR183/LAMP1/BCL6/CD27/TMIGD2/CSK/TESPA1/THBS1/SIRPA/MLH1/BLOC1S3/FCRL3/EBI3/CD55/ADAM8/CEBPA/GATA2/HLA-A/XBP1/TIRAP/TFRC/HAVCR2/WNT5A/IL1RL1/CD2/HLA-G/CTSC/HLA-DPA1/MYB/RHOH/VAV1/CD6/CD276/ZAP70/PTPRC/RUNX3/ADA/SYK/ITGB2/TLR9/TNFSF13B/SASH3/INPP5D/HLA-DPB1/NCKAP1L/AIF1/CD3E/CCR7/CD274/CCL3/RUNX1/HAMP/CLEC4D"
"BP","GO:0019221","cytokine-mediated signaling pathway",494,-0.552175570338293,-1.58410698799815,9.72571528766157e-05,0.0311392032079738,0.0304457174222449,1278,"tags=16%, list=10%, signal=15%","TAX1BP1/BCL6/CD27/CXCL8/KRAS/ICAM1/LTA/NCAM1/CCR4/CXCL2/CAMK2B/USP18/IL2RG/CIITA/IL9R/JAGN1/EBI3/GHR/CDIP1/TEC/TEC/CMKLR1/CEBPA/TBK1/PLVAP/PSMB6/ROBO1/HLA-A/SMARCA4/CARD14/WNT5A/RBCK1/MED1/B2M/XCR1/PIK3CD/IL1RL1/TRAF2/HLA-G/IL17F/HLA-DPA1/CCR1/UGCG/IL2RB/FCGR1A/VAV1/IL36G/PSMB9/SIGIRR/SAA1/PTPRC/IRF1/CSF3R/IFNAR1/ANXA2/IL5RA/SYK/ITGB2/TNFSF13B/PSME2/FASLG/INPP5D/LCP1/CSF1/EPOR/CXCR3/PSMB8/HLA-DPB1/TNFSF12/SPI1/CCR7/CSF2RB/IRF8/CCL3/CSF1R/RUNX1/TNFRSF1B/CNTFR"
"CC","GO:0005840","ribosome",193,0.711762733196219,1.89269994735604,0.000109420776509272,0.0335739415922617,0.0328262329527817,1246,"tags=40%, list=10%, signal=37%","EIF3H/RPLP0/RPL37/GCN1/RPS11/RPL21/RPS21/RPS19/RPS9/RPS27A/RPS16/RPS20/RPS23/RPL28/RPL13/RPL13A/RPS26/RPS13/RPL12/RPL11/RPS2/RPL14/RPL23/RPS8/RPL31/RPL27A/RPS3/RPL7A/RPS14/RPL10A/RPS6/RPL15/RPL30/RPS12/PPARGC1A/RPSA/RPL8/RPS25/RPS15/RPL39/RPL29/RPL4/RPL9/RPL35/RPL37A/RPL10/RPS15A/RPS7/RPL3/RPL26/RPS4X/RPL23A/RPS17/RPL18A/RPL6/UBA52/BTF3/EIF2A/RPS5/RPLP1/RPS18/RPS3A/RPL24/RPL36A/MRPL4/RPS28/RPS10/RPL22/RPL36/APOD/RPL7/RPS29/RPL18/RPS24/RPL27/RPLP2/DHX9"
"BP","GO:0006402","mRNA catabolic process",324,0.64413691828476,1.78930316469119,0.000117720748706684,0.0346758237390408,0.033903575627525,1276,"tags=29%, list=10%, signal=26%","PABPC4/IGF2BP1/IGF2BP2/RPLP0/RPL37/HELZ2/RPS11/RPL21/RPS21/RPS19/RPS9/RPS27A/RPS16/RPS20/RPS23/RPL28/RPL13/RPL13A/RPS26/RPS13/RPL12/FASTKD5/RPL11/RPS2/RPL14/SMG7/RPL23/CSDC2/RPS8/RPL31/NBAS/RPL27A/RPS3/CSDE1/RPL7A/RPS14/RPL10A/RPS6/RPL15/RPL30/RPS12/RPSA/HSPB1/RPL8/RBM24/RPS25/RPS15/RPL39/RPL29/RPL4/RPL9/RPL35/RPL37A/AGO4/RPL10/RPS15A/RPS7/AXIN2/RPL3/RPL26/RPS4X/RPL23A/FUS/RPS17/RPL18A/RPL6/UBA52/IGF2BP3/RPS5/RPLP1/RPS18/RPS3A/HSPA8/RPL24/PABPC1/UPF1/RPL36A/RPS28/RPS10/RPL22/PKP3/RPL36/MRTO4/MOV10/RPL7/RPS29/RPL18/SMG1/RPS24/RPL27/RPLP2/DHX9/GIGYF2"
"BP","GO:0019083","viral transcription",164,0.743492754568882,1.93251399480513,0.000127744234043187,0.035307615346865,0.0345212969170869,1246,"tags=47%, list=10%, signal=43%","IFITM3/RPLP0/RPL37/NUP210/RPS11/RPL21/RPS21/RPS19/RPS9/RPS27A/RPS16/RPS20/RPS23/RPL28/RPL13/RPL13A/RPS26/RPS13/RPL12/RPL11/RPS2/RPL14/RPL23/RPS8/RPL31/RPL27A/RPS3/RPL7A/RPS14/SEH1L/CCNT1/RPL10A/RPS6/RPL15/RPL30/RPS12/RPSA/RPL8/RPS25/RPS15/RPL39/RPL29/RPL4/RPL9/RPL35/RPL37A/RPL10/CTDP1/RPS15A/RPS7/NUP205/RPL3/RPL26/RPS4X/RPL23A/RPS17/RPL18A/RPL6/UBA52/RPS5/RPLP1/RPS18/RPS3A/RPL24/RPL36A/RPS28/RPS10/RPL22/TFAP4/RPL36/RPL7/RPS29/RPL18/RPS24/RPL27/RPLP2/DHX9"
"BP","GO:0002694","regulation of leukocyte activation",344,-0.604404826060773,-1.68539237196468,0.000129972019817927,0.035307615346865,0.0345212969170869,1419,"tags=24%, list=11%, signal=22%","IGLL1/MIF/CST7/PRKCQ/GPR183/LAMP1/BCL6/INHBA/CD27/PARP3/TYRO3/TMIGD2/CSK/TESPA1/THBS1/SIRPA/DUSP3/MLH1/BLOC1S3/FCRL3/GRN/LOXL3/EBI3/CD55/FANCD2/SAMSN1/SMAD7/ADAM8/CEBPA/CRTAM/GATA2/HLA-A/SLAMF8/XBP1/TIRAP/CNR2/NRARP/TFRC/CD200/RAC2/HAVCR2/WNT5A/BLK/IL1RL1/CD2/HLA-G/CTSC/HLA-DPA1/MYB/RHOH/VAV1/SLC46A2/TIGIT/CD6/CD276/ZAP70/PTPRC/RUNX3/IRF1/PGLYRP2/ADA/SYK/ITGB2/TLR9/TNFSF13B/LRRC32/SASH3/CD84/INPP5D/HLA-DPB1/NCKAP1L/AIF1/CD3E/TWSG1/CCR7/CD274/CCL3/RUNX1/CLNK/TNFRSF1B/HAMP/CLEC4D"
"BP","GO:0000956","nuclear-transcribed mRNA catabolic process",188,0.729258228667027,1.9419017693773,0.000134249488010894,0.035307615346865,0.0345212969170869,1221,"tags=41%, list=10%, signal=38%","RPLP0/RPL37/HELZ2/RPS11/RPL21/RPS21/RPS19/RPS9/RPS27A/RPS16/RPS20/RPS23/RPL28/RPL13/RPL13A/RPS26/RPS13/RPL12/RPL11/RPS2/RPL14/SMG7/RPL23/RPS8/RPL31/NBAS/RPL27A/RPS3/CSDE1/RPL7A/RPS14/RPL10A/RPS6/RPL15/RPL30/RPS12/RPSA/RPL8/RPS25/RPS15/RPL39/RPL29/RPL4/RPL9/RPL35/RPL37A/RPL10/RPS15A/RPS7/RPL3/RPL26/RPS4X/RPL23A/RPS17/RPL18A/RPL6/UBA52/RPS5/RPLP1/RPS18/RPS3A/RPL24/PABPC1/UPF1/RPL36A/RPS28/RPS10/RPL22/RPL36/MRTO4/RPL7/RPS29/RPL18/SMG1/RPS24/RPL27/RPLP2"
