"human","ncbi","mlog10QvalxFC","ENTREZID"
"ABHD4","abhd4",-0.00934784733996098,"63874"
"ABHD5","LOC107383196",-0.377319005316486,"51099"
"ABHD5","abhd5",5.16808171913478,"51099"
"ABHD6","abhd6",-3.52382853586129,"57406"
"ABHD8","LOC107396936",0.0331347397910929,"79575"
"ABHD8","abhd8",0.229101539309203,"79575"
"ABI1","abi1",-0.183324605954433,"10006"
"ABI1","LOC107384312",-0.0558803266741323,"10006"
"ABI1","LOC107390296",-0.582121996726698,"10006"
"ABI1","LOC107389593",0.0723229458665395,"10006"
"ABI2","abi2",0.957637240097483,"10152"
"ABI2","LOC107388106",-0.178498920884948,"10152"
"ABI3BP","abi3bp",-0.743851561310161,"25890"
"ABI3BP","LOC107384590",2.48925610633785,"25890"
"ABL1","abl1",-0.43160739423911,"25"
"ABL2","abl2",0.0400184575117313,"27"
"ABLIM1","ablim1",0.00117833069807055,"3983"
"ABLIM1","LOC107388069",0.00412002073229716,"3983"
"ABLIM2","ablim2",0.375208561330197,"84448"
"ABLIM3","LOC107373670",0.142312406386372,"22885"
"ABLIM3","LOC107386751",0.100778951363948,"22885"
"ABLIM3","LOC107394056",-0.393436459270424,"22885"
"ABO","LOC107381863",-1.25972533831764,"28"
"ABO","LOC107385470",-0.234011958035229,"28"
"ABR","LOC107377344",-0.398907304180833,"29"
"ABR","abr",0.494372911283158,"29"
"ABRA","LOC107384917",-0.0476098649024807,"137735"
"ABRACL","abracl",0.221574205198287,"58527"
"ABT1","abt1",0.211103461645035,"29777"
"ABTB1","abtb1",-0.0880512542280133,"80325"
"ABTB2","abtb2",-0.595117792441794,"25841"
"ABTB2","LOC107381557",-0.460094108723554,"25841"
"ACAA1","acaa1",0.377779092971059,"30"
"ACAA2","acaa2",1.45873229879617,"10449"
"ACACA","acaca",-0.172856964043935,"31"
"ACACB","acacb",0.261816775203809,"32"
"ACAD11","LOC107374620",0.466705833050592,"84129"
"ACAD11","acad11",0.406090386711816,"84129"
"ACAD11","LOC107372609",-0.000692572884342192,"84129"
"ACAD8","acad8",0.290923567670772,"27034"
"ACAD9","acad9",0.126897971118173,"28976"
"ACADL","acadl",-0.12700597426263,"33"
"ACADM","acadm",0.421936246859158,"34"
"ACADS","acads",0.193363434282823,"35"
"ACADS","LOC107383304",-0.0398124495267751,"35"
"ACADSB","acadsb",0.00262329247861231,"36"
"ACADVL","LOC107393942",0.00187545260132146,"37"
"ACADVL","acadvl",0.472375484238471,"37"
"ACAN","LOC107382072",0.0383828240853709,"176"
"ACAN","acan",-0.179371819667738,"176"
"ACAP2","acap1",0.000253867865465573,"23527"
"ACAP2","LOC107379876",2.79374988024062,"23527"
"ACAP2","acap2",-0.0799930614136861,"23527"
"ACAP3","LOC107385549",-0.195483825149516,"116983"
"ACAP3","LOC107374920",-0.641364855870517,"116983"
"ACAP3","LOC107376598",-0.285786571020193,"116983"
"ACAT1","acat1",0.0415008616339971,"38"
"ACAT2","acat2",-0.0577540061470154,"39"
"ACBD3","acbd3",0.19394899559837,"64746"
"ACBD4","acbd4",0.0700238446128597,"79777"
"ACBD5","LOC107384316",0.112584688893436,"91452"
"ACBD5","acbd5",-0.000897481564422697,"91452"
"ACBD6","acbd6",0.0466086629167695,"84320"
"ACBD7","LOC107374258",-0.030880975142854,"414149"
"ACCS","accs",-1.55465691250254,"84680"
"ACE","LOC107374589",-0.607969480837058,"1636"
"ACE","LOC107374588",-0.368784353673975,"1636"
"ACE","ace",-11.9332978580794,"1636"
"ACE","LOC107373324",-0.308805890363233,"1636"
"ACE","LOC107374473",-0.000807952442698451,"1636"
"ACE","LOC107373083",-0.0355679130664613,"1636"
"ACE2","ace2",NA,"59272"
"ACER1","acer1",0.00220717830325947,"125981"
"ACER2","acer2",-1.91578568816279,"340485"
"ACER3","acer3",0.147287243225647,"55331"
"ACHE","ache",0.158784691984059,"43"
"ACHE","LOC107395693",0.00951497104574125,"43"
"ACIN1","acin1",0.00641641667220908,"22985"
"ACIN1","LOC107377177",-0.0184403990624782,"22985"
"ACKR3","ackr3",-0.397346423195749,"57007"
"ACKR4","LOC107372710",-4.22342773158271,"51554"
"ACKR4","LOC107383620",1.67335517871616,"51554"
"ACKR4","LOC107379530",1.60876624446839,"51554"
"ACKR4","LOC107381917",-0.503854400469681,"51554"
"ACLY","LOC107387857",0.0651786976498232,"47"
"ACLY","acly",-3.53108161264695,"47"
"ACMSD","acmsd",-1.67812896467698,"130013"
"ACO1","aco1",-0.00258193080754778,"48"
"ACO2","aco2",0.48090441139667,"50"
"ACO2","LOC107376317",-0.6845232689376,"50"
"ACOT1","LOC107380820",0.0994622813300979,"641371"
"ACOT1","LOC107395266",-0.497106251055831,"641371"
"ACOT11","acot11",-0.917637963622828,"26027"
"ACOT11","LOC107384368",1.20288219476229,"26027"
"ACOT13","acot13",0.200170663076474,"55856"
"ACOT7","acot7",0.0736050254473991,"11332"
"ACOT8","acot8",-0.78957156387668,"10005"
"ACOT9","acot9",0.0114492822329455,"23597"
"ACOX1","acox1",-0.141654669455397,"51"
"ACOX3","acox3",0.16186624104623,"8310"
"ACP1","acp1",0.000358935503070543,"52"
"ACP2","acp2",0.162727250004105,"53"
"ACP5","acp5",-1.07211819046341,"54"
"ACP6","acp6",0.00342946392768126,"51205"
"ACP7","acp7",0.0724871885317261,"390928"
"ACSBG2","LOC107394339",-0.000529300614089739,"81616"
"ACSBG2","acsbg2",0.0157110521679606,"81616"
"ACSF2","LOC107393615",0.0220087956031769,"80221"
"ACSF2","LOC107387470",-0.164997566926706,"80221"
"ACSF3","acsf3",-0.266542630987397,"197322"
"ACSL1","acsl1",0.396642670892181,"2180"
"ACSL3","LOC107384026",0.0362047493573977,"2181"
"ACSL3","acsl3",0.0300630198117503,"2181"
"ACSL4","acsl4",-0.0425637554746636,"2182"
"ACSL5","LOC107387641",-4.61110859511255,"51703"
"ACSL6","LOC107386827",-0.117163305128764,"23305"
"ACSL6","LOC107393756",0.103817458799851,"23305"
"ACSS1","acss1",0.421618075667485,"84532"
"ACSS2","LOC107383541",-13.610850525639,"55902"
"ACSS2","LOC107390533",-0.0115034006139046,"55902"
"ACSS3","acss3",0.727449588938999,"79611"
"ACTA2","acta2",0.566376856592404,"59"
"ACTB","LOC107386128",-0.523469186174476,"60"
"ACTC1","LOC107395987",1.99950184540982,"70"
"ACTC1","acta1",-0.895219372075644,"70"
"ACTC1","LOC107377808",0.00114241351494829,"70"
"ACTC1","actc1",-0.00361067787509777,"70"
"ACTC1","LOC107392454",-0.310729767390892,"70"
"ACTG1","LOC107389815",0.190860643690156,"71"
"ACTG1","actb",-0.0855886505800239,"71"
"ACTL6A","actl6a",0.22562393735718,"86"
"ACTN1","LOC107391737",0.00541637060372645,"87"
"ACTN2","LOC107375941",0.065908973691898,"88"
"ACTN2","actn3",-2.74615498164446,"88"
"ACTN4","actn4",0.324290405076265,"81"
"ACTR10","actr10",-0.0593258516548945,"55860"
"ACTR1B","LOC107396565",0.610278966351458,"10120"
"ACTR2","actr2",0.146081692700998,"10097"
"ACTR2","LOC107377040",-0.00601566031254084,"10097"
"ACTR3","LOC107377239",0.679511244222379,"10096"
"ACTR3","LOC107382736",-0.0288990941021777,"10096"
"ACTR3","LOC107373242",-0.0125095758620685,"10096"
"ACTR5","actr5",0.0201873913369205,"79913"
"ACTR6","actr6",-0.00247717672689587,"64431"
"ACTR8","actr8",-0.126862164554152,"93973"
"ACVR1","acvr1",-0.00285846843547616,"90"
"ACVR1","LOC107390883",-0.686513714909523,"90"
"ACVR1","LOC107392117",5.54044515588368e-05,"90"
"ACVR1B","acvr1b",0.00701550977248199,"91"
"ACVR1C","acvr1c",-0.179355597924854,"130399"
"ACVR2A","acvr2a",-0.0264311391834948,"92"
"ACVR2B","acvr2b",-0.176572578379989,"93"
"ACVR2B","LOC107383557",0.0930282680990536,"93"
"ACY1","acy1",-0.0102860798914084,"95"
"ACY3","LOC107377364",-0.193936905384266,"91703"
"ACYP1","LOC107396546",-0.175985490315146,"97"
"ACYP1","acyp1",-0.255558239100513,"97"
"ADA","ada",-0.254107773003806,"100"
"ADAD1","adad1",-0.0686445015342294,"132612"
"ADAD2","adad2",0.0774099329108728,"161931"
"ADAL","adal",0.309725717953333,"161823"
"ADAM10","LOC107393171",-1.33568730297683,"102"
"ADAM10","LOC107388626",-0.248861538065566,"102"
"ADAM10","adam10",-9.4631154793083e-05,"102"
"ADAM11","LOC107387859",-0.0161514510192218,"4185"
"ADAM11","LOC107395130",0.0499245795958344,"4185"
"ADAM12","adam15",-0.614273031767635,"8038"
"ADAM12","LOC107387781",-0.0647993584092466,"8038"
"ADAM12","adam12",-0.245432658857455,"8038"
"ADAM17","LOC107377926",0.120688802632303,"6868"
"ADAM17","adam17",-0.00592170170272093,"6868"
"ADAM19","adam19",0.0290132442239596,"8728"
"ADAM22","adam22",1.17302440331583,"53616"
"ADAM23","adam23",-0.156767727843565,"8745"
"ADAM28","adam32",-1.01451016805387,"10863"
"ADAM8","adam8",0.603855410719189,"101"
"ADAM8","LOC107387480",-0.188104866644042,"101"
"ADAM9","adam9",0.220042420423147,"8754"
"ADAM9","LOC107387804",0.134699232201633,"8754"
"ADAMTS1","adamts1",-0.181778594807849,"9510"
"ADAMTS10","LOC107392874",-0.238772979257832,"81794"
"ADAMTS12","LOC107394283",0.000326566516293259,"81792"
"ADAMTS13","adamts13",-0.30462559466008,"11093"
"ADAMTS14","adamts14",0.290440928128871,"140766"
"ADAMTS15","LOC107386475",-0.123876675041591,"170689"
"ADAMTS15","LOC107380757",3.4965714069763,"170689"
"ADAMTS16","adamts16",-0.181012186046445,"170690"
"ADAMTS18","adamts18",-0.479694136280986,"170692"
"ADAMTS2","LOC107387186",-1.14750315932005,"9509"
"ADAMTS2","LOC107375858",0.050247816408655,"9509"
"ADAMTS3","adamts3",0.123159713600438,"9508"
"ADAMTS5","adamts5",0.468821595692417,"11096"
"ADAMTS6","adamts6",1.02657267346223,"11174"
"ADAMTS7","LOC107381755",-2.59929586843967,"11173"
"ADAMTS8","adamts8",2.16262163925985,"11095"
"ADAMTS9","adamts9",-0.344293390498051,"56999"
"ADAMTS9","adamts20",1.25423948253588,"56999"
"ADAMTSL1","adamtsl1",-1.56177731373915,"92949"
"ADAMTSL2","adamtsl2",0.168318406024425,"9719"
"ADAMTSL5","adamtsl5",3.5176048486267,"339366"
"ADAP1","LOC107376464",0.000742958886150738,"11033"
"ADAP1","LOC107388258",-1.10163495850396,"11033"
"ADAP1","LOC107397365",-0.0225395845689207,"11033"
"ADAP2","LOC107382320",0.0167801018760672,"55803"
"ADAR","adar",0.0809226237947974,"103"
"ADAR","LOC107379542",0.0220583031026807,"103"
"ADARB1","LOC107384512",-0.732656380827167,"104"
"ADARB1","LOC107389392",0.19385583435777,"104"
"ADARB2","adarb2",0.226692839273119,"105"
"ADAT1","adat1",0.293621323606845,"23536"
"ADAT2","adat2",-0.137795176662794,"134637"
"ADAT3","adat3",0.0393261242389057,"113179"
"ADCK1","adck1",5.5251137814409,"57143"
"ADCK2","adck2",0.00362178551362538,"90956"
"ADCK5","adck5",-0.123838718608637,"203054"
"ADCY1","LOC107393050",-1.33402575003359,"107"
"ADCY1","LOC107383914",-0.313224936444342,"107"
"ADCY2","LOC107376988",-0.222762160787183,"108"
"ADCY2","adcy7",3.4775659104848e-05,"108"
"ADCY2","LOC107383184",-0.457293777380639,"108"
"ADCY2","LOC107378756",-0.00598524957764281,"108"
"ADCY3","adcy3",1.61242503018731,"109"
"ADCY3","LOC107377979",0.309684331311526,"109"
"ADCY5","adcy5",1.38782719228165,"111"
"ADCY6","LOC107390847",0.172325345227161,"112"
"ADCY6","adcy6",-0.0116990151585581,"112"
"ADCY8","LOC107384598",-0.516680652244331,"114"
"ADCY8","adcy8",-2.02673155876302,"114"
"ADCY8","LOC107377600",-0.00603121975925548,"114"
"ADCY9","LOC107390534",0.108132732156459,"115"
"ADCY9","adcy9",0.799357986407977,"115"
"ADCYAP1","LOC107383779",-0.00883360946069427,"116"
"ADCYAP1","adcyap1",-0.971926327193745,"116"
"ADCYAP1R1","LOC107393069",0.00451766629126983,"117"
"ADCYAP1R1","LOC107383802",-0.472102128433665,"117"
"ADD1","add1",-0.0702691360430265,"118"
"ADD2","LOC107393523",-0.00731507895202228,"119"
"ADD3","LOC107395483",-0.0913130953376874,"120"
"ADD3","add3",0.171354876469586,"120"
"ADGRA1","adgra1",-0.615942518936273,"84435"
"ADGRA2","adgra2",-0.0172717920529478,"25960"
"ADGRA3","adgra3",-0.0488590351270174,"166647"
"ADGRB1","LOC107373853",2.31400709477523,"575"
"ADGRB1","adgrb1",-0.676953219283455,"575"
"ADGRB1","LOC107395204",7.41441718682164,"575"
"ADGRB1","LOC107395265",1.18483956509774,"575"
"ADGRB2","adgrb2",0.488768551632039,"576"
"ADGRB3","LOC107395264",2.04335326430165,"577"
"ADGRB3","adgrb3",-4.51134120915756,"577"
"ADGRD1","adgrd1",0.150759049063032,"283383"
"ADGRD2","LOC107392622",-0.00598372798086541,"347088"
"ADGRD2","adgrd2",-0.175305215321721,"347088"
"ADGRE5","LOC107390510",-2.16837219094168,"976"
"ADGRE5","LOC107378310",-1.16718431182997,"976"
"ADGRF3","LOC107391992",0.0163008782373301,"165082"
"ADGRF5","LOC107393469",0.0401744311878004,"221395"
"ADGRF5","LOC107393470",1.34113243250826,"221395"
"ADGRF5","LOC107378232",-0.00598663365313142,"221395"
"ADGRF5","LOC107393471",-0.00606479459497277,"221395"
"ADGRG2","adgrg2",-1.77046750088252,"10149"
"ADGRG2","LOC107386403",0.189299831875809,"10149"
"ADGRG3","LOC107372360",-0.107128250991102,"222487"
"ADGRG4","LOC107374496",-1.76056976265077,"139378"
"ADGRG4","LOC107389748",0.147533563356576,"139378"
"ADGRG4","LOC107378867",-1.36884658658106,"139378"
"ADGRG4","LOC107386724",0.0718374993013346,"139378"
"ADGRG4","LOC107386730",0.0468814450991727,"139378"
"ADGRG6","adgrg6",0.00298896279814134,"57211"
"ADGRG6","LOC107382000",-0.357262138421308,"57211"
"ADGRG6","LOC107397294",-1.67671928442765,"57211"
"ADGRG7","LOC107384589",-1.48272704705694,"84873"
"ADGRL1","LOC107378309",-0.170657659382298,"22859"
"ADGRL1","LOC107390457",0.396591455280417,"22859"
"ADGRL2","adgrl2",0.0138688903791578,"23266"
"ADGRL2","LOC107383893",0.275804124897512,"23266"
"ADGRL3","LOC107382177",-0.206491069304059,"23284"
"ADGRL3","LOC107377409",0.000536754685443338,"23284"
"ADGRL4","adgrl4",-0.153269374360093,"64123"
"ADGRL4","LOC107382281",-1.97189924972634,"64123"
"ADGRV1","adgrv1",-0.914640091368881,"84059"
"ADH5","LOC107392602",-0.588490607700282,"128"
"ADH5","LOC107379637",-0.0560640564729568,"128"
"ADH5","LOC107392604",-2.70959023677956,"128"
"ADHFE1","LOC107372658",0.170444494997545,"137872"
"ADHFE1","LOC107395287",0.055614481157553,"137872"
"ADI1","adi1",0.0552276649220125,"55256"
"ADIPOR1","LOC107385668",0.815771524177904,"51094"
"ADIPOR2","LOC107385000",0.0232230113570834,"79602"
"ADK","adk",-0.45471821415627,"132"
"ADK","LOC107387556",0.712075155517103,"132"
"ADK","LOC107373589",0.0135158777214649,"132"
"ADM","LOC107373688",-0.00600406901237063,"133"
"ADM","adm",-0.231615730884678,"133"
"ADM2","adm2",1.89649066616916,"79924"
"ADNP","LOC107385864",0.0139574201922011,"23394"
"ADNP","adnp",0.0203120459716162,"23394"
"ADNP2","adnp2",-0.0172624681472286,"22850"
"ADO","LOC107373913",-0.0180766132457058,"84890"
"ADO","ado",-0.738455496807076,"84890"
"ADORA1","LOC107390814",-0.0106750937245481,"134"
"ADORA1","LOC107385935",-1.54532028269165,"134"
"ADORA1","LOC107385566",0.00393268565939617,"134"
"ADORA2A","LOC107384929",0.24127396448603,"135"
"ADORA2A","adora2a",0.0125005675796322,"135"
"ADORA2A","LOC107397223",-1.45600263117199,"135"
"ADORA2B","adora2b",-0.00326464624880019,"136"
"ADORA3","LOC107390952",-0.568544638629823,"140"
"ADPGK","adpgk",0.240955837602652,"83440"
"ADPGK","LOC107381177",0.348595446498921,"83440"
"ADPRH","LOC107387955",-0.00517329757372015,"141"
"ADPRH","LOC107387950",-0.00234208327626821,"141"
"ADPRHL1","LOC107373094",-1.02711570979193,"113622"
"ADPRHL1","adprhl1",-0.0471321317972182,"113622"
"ADPRM","LOC107373834",-0.135755816343605,"56985"
"ADPRM","LOC107397354",-0.100433630946675,"56985"
"ADRA1A","LOC107393699",0.478803146734293,"148"
"ADRA1B","LOC107374377",-0.0059888447778479,"147"
"ADRA1B","adra1b",0.112140792548375,"147"
"ADRA1D","adra1d",-0.298265141105811,"146"
"ADRA2A","LOC107394790",-0.174820048591393,"150"
"ADRA2A","adra2a",-0.184238007675959,"150"
"ADRA2A","LOC107375821",-0.100512532740326,"150"
"ADRA2B","LOC107394177",-0.0365979267486134,"151"
"ADRA2C","LOC107377377",0.0060850193792211,"152"
"ADRA2C","LOC107393278",0.0467336539659953,"152"
"ADRB1","adrb1",0.0460501044816035,"153"
"ADRB1","LOC107393740",-0.00571099829472487,"153"
"ADRB2","LOC107386754",1.51520499741171,"154"
"ADRB2","LOC107379280",-0.0059954491959261,"154"
"ADRB2","LOC107372451",-1.34201206594011,"154"
"ADRM1","adrm1",1.20795586908914,"11047"
"ADRM1","LOC107389462",1.00222860408206,"11047"
"ADSL","adsl",0.333887118137968,"158"
"ADTRP","LOC107375385",0.787562161508088,"84830"
"AEBP1","LOC107395676",-0.902446607498544,"165"
"AEBP1","aebp1",-3.38126580057795,"165"
"AEBP2","LOC107388604",0.313097122113844,"121536"
"AEBP2","aebp2",-0.0110850470808769,"121536"
"AEN","isg20l2",0.00394358725564596,"64782"
"AEN","aen",0.000799192263388691,"64782"
"AFAP1","afap1",2.78106412623064,"60312"
"AFAP1L1","LOC107386747",-0.179279777497112,"134265"
"AFAP1L1","LOC107397232",-0.274116827743585,"134265"
"AFAP1L2","LOC107386140",0.10717121427839,"84632"
"AFAP1L2","afap1l2",0.0183003267491713,"84632"
"AFF2","aff2",3.73365230952262,"2334"
"AFF3","aff3",0.0752252906304799,"3899"
"AFF4","aff1",0.0314210871125965,"27125"
"AFF4","aff4",-0.0126364866083343,"27125"
"AFG3L2","LOC107380816",0.353528600560753,"10939"
"AFG3L2","LOC107381316",0.209679552842293,"10939"
"AFG3L2","afg3l2",0.0167472192118757,"10939"
"AFMID","LOC107394295",-0.00872701472111649,"125061"
"AFMID","afmid",-0.0910039116618486,"125061"
"AFTPH","LOC107394084",0.00561443488083038,"54812"
"AFTPH","LOC107376066",-0.403932141046826,"54812"
"AGA","aga",-1.33431511595415,"175"
"AGAP1","LOC107384564",-0.660217615622051,"116987"
"AGAP2","LOC107391110",-0.198890015241179,"116986"
"AGAP2","agap2",-1.16442526440819,"116986"
"AGAP3","LOC107383869",-9.66882440545995e-05,"116988"
"AGBL2","LOC107389044",-0.17892994131039,"79841"
"AGBL4","LOC107393160",0.266906776379468,"84871"
"AGBL4","agbl4",-0.496838425277501,"84871"
"AGBL5","agbl5",-0.139881651532511,"60509"
"AGFG1","LOC107374460",0.475808425569529,"3267"
"AGFG1","agfg1",0.0487000831614986,"3267"
"AGFG1","LOC107377349",-0.325137463306525,"3267"
"AGGF1","aggf1",0.0498686406176331,"55109"
"AGK","agk",0.00155889317908427,"55750"
"AGL","agl",-0.0284067303448057,"178"
"AGMAT","agmat",-0.267946166801009,"79814"
"AGMO","agmo",-0.59091779975101,"392636"
"AGO1","LOC107379324",2.99660515499818,"26523"
"AGO2","LOC107383289",0.0538013285576583,"27161"
"AGO3","LOC107379323",0.156635581385703,"192669"
"AGO3","LOC107394889",0.136342784440471,"192669"
"AGO4","LOC107395582",0.279625134377591,"192670"
"AGPAT1","LOC107374952",-0.00165039119715969,"10554"
"AGPAT3","agpat3",0.918740158698741,"56894"
"AGPAT4","LOC107373468",-0.0386531053698824,"56895"
"AGPAT4","agpat4",-0.0132498536586756,"56895"
"AGPAT5","agpat5",-0.212767057356484,"55326"
"AGPS","agps",0.604445672413824,"8540"
"AGR3","agr2",-1.00756536093276,"155465"
"AGRN","agrn",-0.32151549148282,"375790"
"AGRP","agrp",0.06285547524488,"181"
"AGT","agt",-0.806759626951007,"183"
"AGTPBP1","agtpbp1",-0.177143300625087,"23287"
"AGTR1","agtr1",-0.0010050321155643,"185"
"AGTR2","LOC107389596",0.0149150158914214,"186"
"AGTRAP","agtrap",-0.931994624295272,"57085"
"AGXT","LOC107396625",-0.336355391370626,"189"
"AGXT","LOC107383977",-0.630139842500183,"189"
"AGXT2","agxt2",-0.214008232118859,"64902"
"AHCTF1","ahctf1",0.472923586769436,"25909"
"AHCY","ahcy",0.00927525107455259,"191"
"AHCYL2","LOC107385760",0.29224902119521,"23382"
"AHCYL2","LOC107388935",-0.243379500535642,"23382"
"AHCYL2","ahcyl1",-1.27941699150857,"23382"
"AHCYL2","ahcyl2",-0.00104233131882988,"23382"
"AHDC1","LOC107394780",-0.377703061286861,"27245"
"AHI1","LOC107382889",-0.415036357460192,"54806"
"AHI1","ahi1",-0.591609193790014,"54806"
"AHNAK","LOC107373441",-7.3617587595484e-05,"79026"
"AHNAK","LOC107382393",-0.630125620041828,"79026"
"AHNAK","ahnak2",-0.794079363462511,"79026"
"AHNAK","ahnak",-0.0445451763275673,"79026"
"AHNAK","prx",0.0165475093146608,"79026"
"AHR","LOC107384668",0.0901756136834021,"196"
"AHR","LOC107389540",0.0408599200864858,"196"
"AHR","LOC107384673",-0.0151833389901117,"196"
"AHRR","ahrr",-0.00604932530472817,"57491"
"AHSA1","LOC107377890",0.0420434341820511,"10598"
"AHSA1","LOC107391895",0.390692738153027,"10598"
"AHSG","LOC107396791",-3.79968605570287,"197"
"AICDA","LOC107379531",-0.00599028956716914,"57379"
"AIDA","aida",-0.0161811648037916,"64853"
"AIF1","LOC107378674",-0.676018228487079,"199"
"AIF1L","aif1l",-0.731859907703667,"83543"
"AIFM1","aifm1",0.168724481788217,"9131"
"AIFM1","LOC107389814",0.190909247840039,"9131"
"AIFM3","LOC107380383",0.176967240593866,"150209"
"AIFM3","aifm3",-0.915128657157706,"150209"
"AIG1","aig1",0.000537789365942835,"51390"
"AIMP1","aimp1",0.653231160124688,"9255"
"AIMP1","LOC107396476",-0.0828575682119174,"9255"
"AIMP2","aimp2",0.139263989088052,"7965"
"AIP","aip",-0.039301820209331,"9049"
"AIPL1","aipl1",0.900999265828727,"23746"
"AIPL1","LOC107378992",-0.357249671718576,"23746"
"AJAP1","ajap1",0.0754593077265904,"55966"
"AJUBA","LOC107377277",-0.445558010060422,"84962"
"AK1","ak1",-1.20230890319944,"203"
"AK2","ak2",0.0308541559456807,"204"
"AK3","ak3",-0.517535767344903,"50808"
"AK4","ak4",-0.42634619609258,"205"
