"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"BP","GO:0035966","response to topologically incorrect protein",164,0.684499877276807,2.01522658635191,3.3021457550232e-09,2.21063648545371e-06,2.02679070552333e-06,932,"tags=28%, list=7%, signal=26%","HSPD1/SDF2L1/DNAJB11/DERL2/HYOU1/PDIA6/DERL1/SYVN1/STT3B/HSP90B1/HSP90AA1/YIF1A/UGGT2/PREB/SRPRA/UGGT1/UFL1/ERP44/MANF/CALR/HSPA4L/HSPA9/CLGN/CANX/SSR1/SRPRB/VCP/HSPA5/ARFGAP1/FKBP14/MYDGF/GFPT1/THBS1/HSPA4/EDEM1/TBL2/RNF121/DNAJC3/SEC31A/PDIA5/TMED2/DCTN1/CDK5RAP3/ERMP1/MFN2/HSPA13"
"BP","GO:0035967","cellular response to topologically incorrect protein",134,0.705788468716574,2.04588416004901,4.66145847638386e-09,2.8085131857894e-06,2.57494547780857e-06,932,"tags=28%, list=7%, signal=27%","HSPD1/SDF2L1/DNAJB11/DERL2/HYOU1/PDIA6/DERL1/SYVN1/HSP90B1/YIF1A/UGGT2/PREB/SRPRA/UGGT1/UFL1/CALR/HSPA9/CLGN/CANX/SSR1/SRPRB/VCP/HSPA5/ARFGAP1/FKBP14/MYDGF/GFPT1/EDEM1/TBL2/RNF121/DNAJC3/SEC31A/PDIA5/TMED2/DCTN1/CDK5RAP3/ERMP1/HSPA13"
"BP","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",78,0.791525956438887,2.09643515953611,4.95799448876456e-09,2.8085131857894e-06,2.57494547780857e-06,1408,"tags=42%, list=11%, signal=38%","PSMC4/PSMD14/PSMD2/PSMC3/PSMD6/PSMD1/PSMC5/PSMC2/PSMC1/PSMA3/PSMD7/PSMD13/PSMD8/PSMD4/PSMD3/PSMB5/PSMA5/PSMC6/PSMB4/PSMD12/PSMB2/PSMD11/FBXW7/PSMB1/FBXO38/PSMA2/PSMA1/PSMA6/FBXL6/PSMA4/PSMB3/CUL1/RBX1"
"BP","GO:0042254","ribosome biogenesis",263,0.60579540017015,1.89484625047397,6.79783734319962e-09,3.16960389659412e-06,2.90600637421806e-06,2863,"tags=39%, list=23%, signal=31%","MDN1/HEATR3/PELP1/TSC1/EIF6/WDR36/ERI2/HELQ/RPL5/PDCD11/WDR3/HEATR1/ABCE1/EXOSC6/DDX47/EIF4A3/NOL8/C1QBP/RIOK1/NOP14/SDAD1/FBL/RPF2/MRPL22/RPS5/RSL1D1/PA2G4/DDX56/EIF2A/BMS1/NHP2/SIRT7/DHX30/RPS9/RIOK3/UTP3/NSUN5/BYSL/NIP7/NOM1/MRPL1/LTV1/UTP20/WBP11/DDX10/PRKDC/RRS1/PWP1/FDXACB1/PPAN/EMG1/RRP36/WDR74/NOL10/KRR1/GTF3A/ESF1/UTP18/TEX10/DHX29/ZNF622/KRI1/CHD7/MRPS2/RPP38/ZCCHC4/RPL10/LSM6/EXOSC5/NPM3/MPHOSPH6/NUP88/UTP14A/NAT10/RPS21/SHQ1/GTF2H5/DDX27/RRP12/FTSJ3/RPL35/ERCC2/MRPS7/ABT1/EXOSC9/RAN/IMP3/NIFK/RRP1/SNU13/DDX31/RPS6/TSR2/MALSU1/RPL11/WDR75/UTP15/WDR12/MRTO4/NOL9/RPSA/RPUSD2/RPS19"
"CC","GO:0000502","proteasome complex",54,0.841058918560041,2.16684818215573,7.06008892870602e-09,3.16960389659412e-06,2.90600637421806e-06,1289,"tags=65%, list=10%, signal=58%","PSMC4/PSMD14/PSMD2/PSMC3/PSMD6/PSMD1/PSMC5/PSMC2/PSMC1/PSMA3/PSMD7/PSMD13/PSMD8/PSMD4/PSMD3/UBE3C/TXNL1/PSMB5/PSMA5/PSMC6/PSMB4/PSMD12/VCP/PSMB2/RAD23B/PSMD11/ADRM1/PSMB1/PSMA2/USP14/PSMA1/PSMA6/PSMA4/PSMB3/RAD23A"
"BP","GO:0034470","ncRNA processing",337,0.564300448825238,1.80961823960222,7.13994103530078e-09,3.16960389659412e-06,2.90600637421806e-06,2889,"tags=34%, list=23%, signal=27%","TSEN15/MDN1/AGO1/TRMT10A/PELP1/EIF6/WDR36/ERI2/DICER1/HELQ/RPL5/MTO1/TRMU/PDCD11/RTCB/METTL2A/INTS8/WDR3/INTS5/HEATR1/TYW1/THADA/EXOSC6/DDX47/EIF4A3/NOL8/RIOK1/NSUN2/NOP14/ELAC1/FBL/RPF2/GRSF1/RSL1D1/PA2G4/DDX56/NSUN6/BMS1/NHP2/SIRT7/TRMT1L/RPS9/RIOK3/UTP3/NSUN5/TRMT61A/BYSL/METTL6/MRPL1/UTP20/DPH3/WBP11/POP1/DDX10/PRKDC/RRS1/FDXACB1/EMG1/RRP36/WDR74/NOL10/KRR1/ESF1/UTP18/TEX10/KRI1/DTWD2/CHD7/GTPBP3/CPSF1/RPP38/ZCCHC4/LSM6/ADAT1/INTS12/AGO4/EXOSC5/NPM3/SSB/MPHOSPH6/UTP14A/NAT10/RPS21/SHQ1/GTF2H5/TRPT1/DDX27/RRP12/ELP5/FTSJ3/RPL35/ERCC2/ABT1/EXOSC9/IMP3/NIFK/RRP1/SNU13/RPS6/INTS9/TSR2/SMAD2/RNF113A/RPL11/WDR75/UTP15/WDR12/MRTO4/ELP2/NOL9/RPUSD2/RPS19/LAGE3/TRMT5"
"BP","GO:1902750","negative regulation of cell cycle G2/M phase transition",91,0.77457739873163,2.09800727285206,7.31711926155623e-09,3.16960389659412e-06,2.90600637421806e-06,1619,"tags=41%, list=13%, signal=36%","PSMC4/PSMD14/PSMD2/PSMC3/PSMD6/PSMD1/PSMC5/PSMC2/PSMC1/PSMA3/PSMD7/PSMD13/PSMD8/PSMD4/PSMD3/PSMB5/PSMA5/PSMC6/PSMB4/PSMD12/PSMB2/PSMD11/PSMB1/PSMA2/CDK5RAP3/PSMA1/PSMA6/PSMA4/AVEN/PSMB3/CDC6/CUL1/RBX1/PSME4/RINT1/PSMD5/TAOK3"
"BP","GO:0006986","response to unfolded protein",147,0.686311523967693,2.00879007084136,7.79324633822609e-09,3.18830366859427e-06,2.92315099493463e-06,932,"tags=29%, list=7%, signal=27%","HSPD1/DNAJB11/DERL2/HYOU1/PDIA6/DERL1/SYVN1/STT3B/HSP90B1/HSP90AA1/YIF1A/PREB/SRPRA/UFL1/ERP44/MANF/CALR/HSPA4L/HSPA9/CLGN/CANX/SSR1/SRPRB/VCP/HSPA5/ARFGAP1/FKBP14/MYDGF/GFPT1/THBS1/HSPA4/EDEM1/TBL2/RNF121/DNAJC3/SEC31A/PDIA5/TMED2/DCTN1/CDK5RAP3/ERMP1/MFN2/HSPA13"
"BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",359,0.54751903528169,1.74689548900153,1.3173132578608e-08,5.10562885836153e-06,4.68102339940119e-06,1104,"tags=17%, list=9%, signal=16%","PSMC4/DESI1/DERL2/PSMD14/SEL1L/PSMD2/DERL1/SGTA/PLAA/PSMC3/PSMD6/PSMD1/SYVN1/STT3B/PSMC5/SEC61B/PSMC2/HSP90B1/PSMC1/PSMA3/UFL1/PSMD7/PSMD13/PSMD8/PSMD4/PSMD3/ANAPC4/MAN1B1/PSMB5/PSMA5/DNAJC10/PSMC6/PSMB4/HSPBP1/PSMD12/VCP/HSPA5/PSMB2/RAD23B/LTN1/LRRK2/PSMD11/NSFL1C/NPLOC4/USP5/FBXW7/USP7/EDEM1/KLHL40/PSMB1/FBXO38/PSMA2/RNF121/USP14/PSMA1/BAG5/PSMA6/N4BP1/FBXL6/RNF126/PSMA4"
"BP","GO:0000086","G2/M transition of mitotic cell cycle",225,0.614686953294848,1.89567291658646,1.51923685433458e-08,5.59383009765991e-06,5.12862378089577e-06,1619,"tags=28%, list=13%, signal=25%","PSMC4/MAPRE1/PSMD14/DYNC1H1/PSMD2/PSMC3/PSMD6/PSMD1/PSMC5/PSMC2/HSP90AA1/PSMC1/PSMA3/PSMD7/PSMD13/PSMD8/PSMD4/PSMD3/CCNH/PSMB5/PSMA5/PSMC6/PSMB4/PSMD12/PSMB2/TUBB4B/CEP192/BORA/PSMD11/TUBA1A/CEP164/PSMB1/PSMA2/AKAP9/TUBA4A/DCTN1/CDK5RAP3/PSMA1/MNAT1/PLK4/RCC2/CEP131/PSMA6/FBXL6/PSMA4/CEP250/ODF2/AVEN/PPP2R1A/CEP152/CEP76/PSMB3/CDC6/CDK5RAP2/CUL1/RBX1/CDK4/TAF2/RAD51C/PSME4/RINT1/PSMD5/TAOK3"
"BP","GO:0044839","cell cycle G2/M phase transition",236,0.604298276611786,1.8756435571589,1.98039475404445e-08,6.94458427084919e-06,6.3670435851835e-06,1619,"tags=27%, list=13%, signal=24%","PSMC4/MAPRE1/PSMD14/DYNC1H1/PSMD2/PSMC3/PSMD6/PSMD1/PSMC5/PSMC2/HSP90AA1/PSMC1/PSMA3/PSMD7/PSMD13/PSMD8/PSMD4/PSMD3/CCNH/PSMB5/PSMA5/PSMC6/PSMB4/PSMD12/PSMB2/TUBB4B/CEP192/BORA/PSMD11/TUBA1A/CEP164/PSMB1/PSMA2/AKAP9/TUBA4A/DCTN1/CDK5RAP3/PSMA1/MNAT1/PLK4/RCC2/CEP131/PSMA6/FBXL6/PSMA4/CEP250/ODF2/AVEN/PPP2R1A/CEP152/CEP76/PSMB3/CDC6/CDK5RAP2/ATAD5/CUL1/RBX1/CDK4/TAF2/RAD51C/PSME4/RINT1/PSMD5/TAOK3"
"CC","GO:1905369","endopeptidase complex",60,0.833481382422625,2.17847007626983,2.16070709796712e-08,6.96830224667929e-06,6.38878907490222e-06,1289,"tags=58%, list=10%, signal=53%","PSMC4/PSMD14/PSMD2/PSMC3/PSMD6/PSMD1/PSMC5/PSMC2/PSMC1/PSMA3/PSMD7/PSMD13/PSMD8/PSMD4/PSMD3/UBE3C/TXNL1/PSMB5/PSMA5/PSMC6/PSMB4/PSMD12/VCP/PSMB2/RAD23B/PSMD11/ADRM1/PSMB1/PSMA2/USP14/PSMA1/PSMA6/PSMA4/PSMB3/RAD23A"
"MF","GO:0051082","unfolded protein binding",90,0.755746594713723,2.03897345335466,2.17641161968528e-08,6.96830224667929e-06,6.38878907490222e-06,1010,"tags=36%, list=8%, signal=33%","HSPD1/SCG5/DNAJB11/MDN1/HYOU1/ERO1B/SYVN1/HEATR3/HSP90B1/HSP90AA1/UGGT2/UGGT1/CALR/HSPA9/CLGN/CANX/HSPA5/CCT3/TUBB4B/CCT6A/CCT4/LMAN1/SPG7/NUDC/PTGES3/ERLEC1/TOMM20/PFDN4/CDC37/HSPA13/TRAP1/CCT8"
"BP","GO:0034620","cellular response to unfolded protein",118,0.708964151996765,2.00919469330181,2.40794415639142e-08,7.38837531986102e-06,6.77392711363798e-06,932,"tags=30%, list=7%, signal=28%","HSPD1/DNAJB11/DERL2/HYOU1/PDIA6/DERL1/SYVN1/HSP90B1/YIF1A/PREB/SRPRA/UFL1/CALR/HSPA9/CLGN/CANX/SSR1/SRPRB/VCP/HSPA5/ARFGAP1/FKBP14/MYDGF/GFPT1/EDEM1/TBL2/RNF121/DNAJC3/SEC31A/PDIA5/TMED2/DCTN1/CDK5RAP3/ERMP1/HSPA13"
"BP","GO:0006402","mRNA catabolic process",324,0.559125922438215,1.78876211876905,4.61753033760547e-08,1.36013973624507e-05,1.24702482464848e-05,1854,"tags=24%, list=15%, signal=21%","PSMC4/PATL2/PSMD14/SKIV2L/PSMD2/XRN1/PSMC3/AGO1/PSMD6/PSMD1/IGF2BP1/VIP/PSMC5/PSMC2/NBAS/PSMC1/PSMA3/PSMD7/PSMD13/PSMD8/PSMD4/PSMD3/TBRG4/PSMB5/SET/RPL5/PSMA5/PSMC6/PSMB4/PSMD12/PSMB2/PSMD11/EIF4G1/DDX6/DHX9/PSMB1/PSMA2/DIS3L2/VIM/ELAVL1/EXOSC6/LARP1/AXIN2/EIF4A3/PSMA1/HNRNPD/PSMA6/PABPC4/PSMA4/FASTKD1/KHSRP/PPP2R1A/SMG1/RPS5/UPF1/CSDE1/ERN1/PSMB3/FASTK/TTC37/CNOT11/LARP4B/NANOS1/RPS9/GSPT1/HNRNPU/PSME4/EIF3E/PSMD5/PKP1/ANGEL2/IGF2BP2/RPS13/NCBP2/TNRC6A/IGF2BP3/CNOT1/RNH1/PSMA8"
"BP","GO:0006401","RNA catabolic process",352,0.553789797536074,1.76613253255214,5.65646656344231e-08,1.60208537589189e-05,1.46884925254733e-05,1854,"tags=25%, list=15%, signal=22%","PSMC4/PATL2/PSMD14/SKIV2L/PSMD2/XRN1/PSMC3/AGO1/PSMD6/PSMD1/IGF2BP1/VIP/PSMC5/PSMC2/NBAS/PSMC1/LRPPRC/PSMA3/PSMD7/PSMD13/PSMD8/PSMD4/PSMD3/TBRG4/PSMB5/SET/RPL5/PSMA5/PSMC6/PSMB4/PSMD12/PSMB2/PSMD11/EIF4G1/DDX6/DHX9/PSMB1/DIS3L/PSMA2/DIS3L2/VIM/SND1/ELAVL1/EXOSC6/LARP1/AXIN2/EIF4A3/RNASEH2C/PSMA1/HNRNPD/NSUN2/PSMA6/PABPC4/SLIRP/PSMA4/FASTKD1/KHSRP/PPP2R1A/GRSF1/SMG1/RPS5/UPF1/CSDE1/ERN1/PSMB3/FASTK/TTC37/CNOT11/LARP4B/NANOS1/RPS9/GSPT1/HNRNPU/PSME4/EIF3E/PSMD5/PKP1/ANGEL2/IGF2BP2/POP1/RPS13/NCBP2/TNRC6A/IGF2BP3/CNOT1/RNH1/PSMA8"
"BP","GO:0010608","posttranscriptional regulation of gene expression",499,0.499157917710151,1.64582023297415,8.43418103206673e-08,2.30034478222739e-05,2.10903848497762e-05,1520,"tags=23%, list=12%, signal=21%","PSMC4/PATL2/PSMD14/PSMD2/NUP205/XRN1/PSMC3/AGO1/PSMD6/PSMD1/IGF2BP1/VIP/PSMC5/OGFOD1/PSMC2/GCN1/PSMC1/LRPPRC/PSMA3/TSC1/NUP35/PSMD7/UHMK1/PSMD13/PSMD8/PSMD4/CALR/EIF6/PSMD3/DICER1/TBRG4/PSMB5/SET/RPL5/PSMA5/SEC13/PSMC6/PSMB4/PSMD12/PSMB2/EIF2B1/HABP4/EIF4H/LTN1/SRP9/PSMD11/NUP210/DNAJC1/EIF4G1/THBS1/NUP188/COA3/DDX6/DHX9/MAP2K2/PSMB1/EIF5B/PSMA2/NUP107/TPR/ESR1/YTHDC1/VIM/DNAJC3/ELAVL1/RBM4/TACO1/IMPACT/EXOSC6/LARP1/AXIN2/TMED2/EIF4A3/C1QBP/PSMA1/HNRNPD/NUP98/CDC37/NSUN2/HENMT1/TRAP1/PSMA6/EIF3C/HELZ/PABPC4/GLE1/MRPS27/PSMA4/FASTKD1/MTIF2/KHSRP/PPP3CA/CPEB2/UPF1/CSDE1/NCL/PSMB3/FASTK/NUP155/TIA1/PA2G4/CNOT11/LARP4B/NUP153/NANOS1/EIF2A/RBM4B/BCL3/CDK4/SHMT1/RPS9/GSPT1/HNRNPU/NSUN5/PSME4/EIF3E"
"BP","GO:0032543","mitochondrial translation",123,0.692739539944103,1.97416660905302,1.68390718913392e-07,4.42867590742221e-05,4.06036868838532e-05,2968,"tags=51%, list=23%, signal=40%","LRPPRC/MRPL9/DAP3/MRPS22/MRPL4/COA3/GFM1/TUFM/GFM2/MRPS18C/TACO1/C1QBP/MRPL24/MRPS12/MRPL57/MRPL41/MRPL46/MRPL22/MRPS27/MRPL53/MTIF2/LARS2/MRPL40/AURKAIP1/IARS2/MRPL32/MRPS18B/MRPS26/MRPS21/MRPL37/MRPL54/MRPS25/MRPL1/MRPS31/MRPL34/WARS2/MRPS5/MRPL43/MTRF1/MRPS35/MRPS2/MRPS34/MRPL15/UQCC2/MRPL38/MRPS16/MRPS33/GADD45GIP1/MRPS23/MRPL51/MRPS7/MRPS6/MRPS36/MRPS10/YARS2/MALSU1/MRPL12/MRPL17/MRPL14/MRPS30/CHCHD1/UQCC1/MRPS24"
"BP","GO:0048193","Golgi vesicle transport",317,0.548654411378448,1.75817882724068,2.12342023050882e-07,5.39202295774723e-05,4.94359976714468e-05,1873,"tags=29%, list=15%, signal=26%","SLC10A7/INS/HYOU1/SEC24D/DYNC1H1/ATP9B/SEC16A/NBAS/YIF1A/PREB/PDCD6/YIPF5/ARFGEF2/SURF4/TMED10/SEC16B/TRIP11/COPZ2/ARF5/EHD3/COPG2/BBS2/PGAP1/SEC13/VCP/COG4/ARFGAP1/RAB34/VPS13C/LRRK2/AP1G2/KIF3A/SCFD1/ERGIC1/LMAN1/SEC22B/VPS13A/RAB6A/COG1/TMED7/SEC31A/ERGIC3/COPA/TMED4/TMED2/DCTN1/SEC22A/ARF4/COPE/KDELR2/GOLGA3/COPZ1/LMAN2L/GOLGB1/ERGIC2/YIF1B/NSF/KIF5A/ARCN1/GOLGA2/SCYL1/NAPG/SEC23B/TMED9/RAB1B/RAB14/VPS54/USO1/ARFGAP2/AP1AR/GBF1/PEF1/COG7/RINT1/COPB1/COPB2/RAB1A/GAK/SPTBN1/AP2A1/AP1G1/KIF16B/ANKFY1/LMAN2/UVRAG/SEC24A/DYNC1LI1/MON2/BET1/VAPB/GOSR1/GOSR2/DCTN2"
